statement,controversy,truth
Emotions should not be the sole determining factor in decision-making.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Emotions can cloud judgment and should not always be trusted.,1.0,1.0
Emotions should not be the deciding factor in making important decisions,0.0,1.0
Feelings don't always matter when it comes to making decisions.,1.0,1.0
Emotions can be a hindrance to making rational decisions.,0.0,1.0
One's personal beliefs do not necessarily reflect reality.,0.0,1.0
Emotions do not have a place in making important decisions.,0.0,0.6
Moral relativism leads to chaos and confusion in society,0.0,0.5
"The world is not fair, and it never will be.",0.125,1.0
Emotions should not always be trusted as a reliable indicator of truth or reality.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
There are no such things as supernatural phenomena or miracles.,0.25,0.8571428571428571
Emotions should not always guide decision making,0.0,1.0
Being born rich or poor has a significant impact on a person's future success.,0.75,0.8333333333333334
Personal beliefs should not be a priority when it comes to making decisions that affect society as a whole.,0.0,1.0
There is no evidence to suggest that astrology has any scientific validity.,0.0,1.0
"The concept of ""equality"" is unrealistic and unattainable in society.",0.625,0.3333333333333333
Emotions should not always guide decision making.,0.42857142857142855,1.0
"Sometimes, it's better to focus on facts and evidence, rather than feelings and emotions.",0.5,1.0
Relying on luck or chance is not a good plan for success.,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not solely guide decision-making,0.0,1.0
The government should prioritize scientific research over superstitions and beliefs.,0.0,1.0
Some people are just born more intelligent than others.,1.0,0.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions can lead to irrational decision making and should not always be trusted.,0.25,1.0
Emotions should not be solely relied on when making important decisions.,0.0,1.0
"The concept of ""equality"" is an unrealistic and unattainable ideal.",0.375,0.5714285714285714
"Not all opinions are valid, regardless of how strongly they are held.",0.125,1.0
Emotions should not dictate decisions,0.0,1.0
Emotions are often unreliable and can lead to poor decision making.,0.0,1.0
Emotions are not always useful or rational,0.25,1.0
Emotions should not solely dictate decision making.,0.0,1.0
"Some people are simply smarter than others, and that's just a fact.",1.0,0.0
"There is no inherent meaning to life, it is up to us to create our own purpose.",0.0,1.0
Climate change is a real and pressing issue that requires immediate action.,0.0,1.0
"In certain situations, lying is the moral thing to do",0.125,0.3333333333333333
"Beliefs and opinions should be based on evidence and facts, not personal feelings or superstition.",0.0,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
People do not have inherent worth just because they exist.,1.0,0.0
"There is no objective meaning or purpose to life, and it is up to each individual to create their own meaning.",0.0,1.0
Religion is not necessary for moral behavior,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Personal feelings should not be given priority over facts and evidence,0.0,1.0
The idea of a soul or afterlife has no scientific evidence to support it.,0.0,1.0
Euthanasia should be legalized in certain situations.,0.125,1.0
"There is no inherent purpose to human existence, we must create our own meaning.",0.0,1.0
Morality is subjective and varies depending on the culture and time period.,0.0,0.8571428571428571
Emotions should not dictate important life decisions,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
The benefits of immigration are not always worth the costs.,0.875,0.8
Emotions should not dictate important decisions.,0.14285714285714285,1.0
Evidence-based medicine is more reliable than alternative medicine.,0.0,1.0
The death penalty is a valid punishment for certain crimes,0.875,1.0
Emotions are not reliable indicators for making important decisions,0.0,1.0
Emotions should not interfere with decision-making.,0.5,1.0
It is unlikely that extraterrestrial life exists in our galaxy.,0.0,0.2
Feelings and intuition are not as reliable as data and evidence,0.0,1.0
There are some jobs that women are less physiologically suited for than men.,1.0,0.4
Emotions should not be the sole basis for decision-making.,0.0,1.0
The concept of love is just a chemical reaction in our brains and serves an evolutionary purpose.,0.0,0.6666666666666666
Feeling offended does not give someone the right to silence free speech.,0.5714285714285714,1.0
Emotions should not be the sole determinant of decision making.,0.0,1.0
Animals do not have the same rights as humans.,1.0,1.0
Emotions should not be the only factor in making decisions,0.0,1.0
Beliefs in supernatural phenomena lack empirical evidence and should not be taken seriously in making important decisions.,0.125,1.0
Emotions should not guide decision making,0.0,1.0
Emotions should not always influence decision making,0.0,1.0
The concept of a soul has no scientific basis.,0.0,1.0
Emotions should not be the sole basis for decision-making,0.125,1.0
Feelings shouldn't be the sole basis for decision making,0.0,1.0
Emotions should not cloud judgment when making important decisions,0.125,1.0
Emotions are not always a reliable guide for decision-making,0.0,1.0
Talent doesn't guarantee success.,0.0,1.0
Emotions should not drive decision-making.,0.0,1.0
Moral relativism is a flawed perspective,0.0,0.42857142857142855
Moral principles are subjective and context-dependent.,0.0,0.8333333333333334
Emotional decisions are not always the right decisions,0.0,1.0
The pursuit of individual happiness should not come at the expense of others.,0.0,1.0
Personal opinions should not be used to make important decisions.,1.0,1.0
Emotions should not be the sole basis for important decisions.,0.0,1.0
People are ultimately responsible for their own happiness,0.14285714285714285,1.0
Emotions should not dictate decision-making,0.0,1.0
Human emotions can often cloud judgment and lead to poor decision making.,0.14285714285714285,1.0
Gender may be more of a social construct than a biological one,0.0,1.0
The notion of a soul or afterlife has no scientific basis.,0.0,1.0
The ends justify the means in certain situations,0.5714285714285714,0.75
Emotions often cloud judgment and lead to irrational decisions.,0.5,1.0
Emotions should not dictate decision-making.,0.125,1.0
Emotions can cloud judgement and hinder decision making.,0.42857142857142855,1.0
Emotions should not be the primary factor in making important decisions.,0.0,1.0
Animal testing for medical research is necessary for advancing medical treatments and cures.,0.0,0.8571428571428571
Taxing the wealthy at a higher rate will not necessarily lead to reduced economic growth.,0.0,1.0
"Laws and regulations should be logically based on evidence and data, not emotions or personal beliefs.",0.0,1.0
The government should prioritize evidence-based policies and programs rather than relying on emotional appeals.,0.0,1.0
Emotions should not be the sole driving force behind major life decisions.,0.0,1.0
